report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,crime_occurred,age_group
29295,2023-05-07,2023-05-05,03:14:00,Delhi,187,PUBLIC INTOXICATION,26,F,Knife,Other Crime,17,Yes,27-05-2023,Night,Adult
29296,2023-05-06,2023-05-05,22:20:00,Kanpur,570,COUNTERFEITING,23,M,Explosives,Other Crime,3,No,Null,Night,Adult
29297,2023-05-07,2023-05-05,19:41:00,Agra,328,VEHICLE - STOLEN,19,F,Poison,Violent Crime,18,Yes,12-07-2023,Evening,Teenager
29298,2023-05-06,2023-05-05,16:59:00,Chennai,399,EXTORTION,45,F,Explosives,Other Crime,6,Yes,07-06-2023,Afternoon,Adult
29299,2023-05-06,2023-05-05,19:10:00,Ahmedabad,108,HOMICIDE,62,F,Explosives,Other Crime,18,No,Null,Evening,Senior-Citizen
29300,2023-05-06,2023-05-05,10:04:00,Delhi,330,ILLEGAL POSSESSION,18,F,Explosives,Other Crime,7,No,Null,Morning,Teenager
29301,2023-05-06,2023-05-05,19:25:00,Hyderabad,476,ARSON,20,M,Blunt Object,Fire Accident,18,Yes,05-07-2023,Evening,Adult
29302,2023-05-07,2023-05-05,16:52:00,Mumbai,223,IDENTITY THEFT,28,F,Explosives,Violent Crime,5,No,Null,Afternoon,Adult
29303,2023-05-07,2023-05-05,00:47:00,Surat,466,ILLEGAL POSSESSION,41,F,Blunt Object,Other Crime,11,No,Null,Night,Adult
29304,2023-05-06,2023-05-05,10:38:00,Mumbai,580,BURGLARY,77,F,Other,Other Crime,4,No,Null,Morning,Senior-Citizen
29305,2023-05-07,2023-05-06,13:19:00,Mumbai,561,ASSAULT,26,F,Poison,Violent Crime,4,No,Null,Afternoon,Adult
29306,2023-05-06,2023-05-06,15:18:00,Bangalore,572,CYBERCRIME,43,F,Other,Other Crime,6,Yes,31-07-2023,Afternoon,Adult
29307,2023-05-07,2023-05-06,04:35:00,Hyderabad,335,FIREARM OFFENSE,65,M,Blunt Object,Fire Accident,15,No,Null,Night,Senior-Citizen
29308,2023-05-06,2023-05-06,10:12:00,Faridabad,147,ARSON,66,F,Knife,Fire Accident,6,Yes,24-07-2023,Morning,Senior-Citizen
29309,2023-05-07,2023-05-06,16:16:00,Nagpur,272,KIDNAPPING,10,F,Blunt Object,Other Crime,16,No,Null,Afternoon,Child
29310,2023-05-07,2023-05-06,07:57:00,Jaipur,386,PUBLIC INTOXICATION,54,M,Other,Other Crime,5,No,Null,Morning,Adult
29311,2023-05-07,2023-05-06,16:38:00,Mumbai,125,BURGLARY,56,F,Firearm,Other Crime,12,No,Null,Afternoon,Adult
29312,2023-05-06,2023-05-06,21:52:00,Thane,189,DRUG OFFENSE,70,F,Explosives,Other Crime,4,Yes,20-05-2023,Night,Senior-Citizen
29313,2023-05-07,2023-05-06,09:53:00,Kolkata,330,KIDNAPPING,46,F,Blunt Object,Other Crime,8,Yes,25-06-2023,Morning,Adult
29314,2023-05-07,2023-05-06,20:33:00,Kolkata,337,BURGLARY,62,M,Blunt Object,Other Crime,15,Yes,31-08-2023,Evening,Senior-Citizen
29315,2023-05-07,2023-05-06,03:48:00,Chennai,239,ILLEGAL POSSESSION,52,M,Unknown,Other Crime,12,Yes,08-06-2023,Night,Adult
29316,2023-05-08,2023-05-06,11:48:00,Chennai,439,PUBLIC INTOXICATION,17,M,Blunt Object,Other Crime,15,Yes,19-05-2023,Morning,Teenager
29317,2023-05-07,2023-05-06,02:38:00,Indore,206,TRAFFIC VIOLATION,60,F,Blunt Object,Traffic Fatality,11,No,Null,Night,Senior-Citizen
29318,2023-05-06,2023-05-06,14:18:00,Kanpur,453,COUNTERFEITING,72,F,Other,Other Crime,18,Yes,18-05-2023,Afternoon,Senior-Citizen
29319,2023-05-06,2023-05-06,08:08:00,Bangalore,281,ROBBERY,23,F,Blunt Object,Violent Crime,7,Yes,12-06-2023,Morning,Adult
29320,2023-05-07,2023-05-06,02:00:00,Faridabad,168,COUNTERFEITING,37,M,Explosives,Other Crime,8,Yes,06-07-2023,Night,Adult
29321,2023-05-08,2023-05-06,12:13:00,Rajkot,424,ARSON,46,F,Other,Fire Accident,8,Yes,15-05-2023,Afternoon,Adult
29322,2023-05-09,2023-05-06,12:06:00,Mumbai,269,ROBBERY,65,F,Poison,Violent Crime,16,Yes,31-07-2023,Afternoon,Senior-Citizen
29323,2023-05-08,2023-05-06,21:22:00,Bhopal,369,EXTORTION,27,F,Firearm,Other Crime,17,Yes,19-07-2023,Night,Adult
29324,2023-05-07,2023-05-06,14:31:00,Mumbai,553,ARSON,58,M,Blunt Object,Fire Accident,2,Yes,18-06-2023,Afternoon,Adult
29325,2023-05-08,2023-05-06,07:41:00,Kanpur,237,SEXUAL ASSAULT,62,F,Firearm,Violent Crime,2,No,Null,Morning,Senior-Citizen
29326,2023-05-06,2023-05-06,20:58:00,Kanpur,369,VANDALISM,39,F,Unknown,Other Crime,11,Yes,01-06-2023,Evening,Adult
29327,2023-05-07,2023-05-06,12:06:00,Kolkata,560,BURGLARY,66,F,Poison,Other Crime,10,Yes,04-08-2023,Afternoon,Senior-Citizen
29328,2023-05-07,2023-05-06,08:17:00,Delhi,512,VEHICLE - STOLEN,43,F,Other,Violent Crime,11,No,Null,Morning,Adult
29329,2023-05-07,2023-05-07,13:28:00,Ahmedabad,522,KIDNAPPING,22,F,Unknown,Other Crime,11,Yes,02-06-2023,Afternoon,Adult
29330,2023-05-07,2023-05-07,05:35:00,Mumbai,535,FIREARM OFFENSE,53,F,Unknown,Fire Accident,13,Yes,03-06-2023,Morning,Adult
29331,2023-05-09,2023-05-07,12:28:00,Meerut,359,DOMESTIC VIOLENCE,29,F,Other,Violent Crime,13,No,Null,Afternoon,Adult
29332,2023-05-09,2023-05-07,07:11:00,Surat,308,BURGLARY,24,F,Explosives,Other Crime,13,Yes,11-08-2023,Morning,Adult
29333,2023-05-07,2023-05-07,08:48:00,Kolkata,491,DOMESTIC VIOLENCE,75,F,Firearm,Violent Crime,6,Yes,08-06-2023,Morning,Senior-Citizen
29334,2023-05-09,2023-05-07,07:56:00,Surat,171,DRUG OFFENSE,74,F,Other,Other Crime,10,Yes,02-07-2023,Morning,Senior-Citizen
29335,2023-05-09,2023-05-07,06:38:00,Surat,579,VANDALISM,65,F,Poison,Other Crime,17,Yes,05-06-2023,Morning,Senior-Citizen
29336,2023-05-08,2023-05-07,13:51:00,Visakhapatnam,146,DRUG OFFENSE,34,F,Other,Other Crime,10,No,Null,Afternoon,Adult
29337,2023-05-09,2023-05-07,16:55:00,Mumbai,403,ILLEGAL POSSESSION,65,M,Poison,Other Crime,3,No,Null,Afternoon,Senior-Citizen
29338,2023-05-09,2023-05-07,15:58:00,Pune,282,VEHICLE - STOLEN,60,F,Unknown,Violent Crime,6,No,Null,Afternoon,Senior-Citizen
29339,2023-05-10,2023-05-07,03:54:00,Kolkata,576,KIDNAPPING,41,F,Poison,Other Crime,9,No,Null,Night,Adult
29340,2023-05-08,2023-05-07,15:33:00,Hyderabad,463,ROBBERY,78,M,Firearm,Violent Crime,5,No,Null,Afternoon,Senior-Citizen
29341,2023-05-10,2023-05-07,07:08:00,Hyderabad,455,ASSAULT,32,F,Unknown,Violent Crime,17,No,Null,Morning,Adult
29342,2023-05-09,2023-05-07,00:20:00,Bangalore,229,CYBERCRIME,55,M,Blunt Object,Other Crime,9,Yes,12-06-2023,Night,Adult
29343,2023-05-08,2023-05-07,16:55:00,Surat,218,COUNTERFEITING,66,F,Poison,Other Crime,16,No,Null,Afternoon,Senior-Citizen
29344,2023-05-07,2023-05-07,00:24:00,Nashik,379,FRAUD,71,M,Other,Other Crime,15,No,Null,Night,Senior-Citizen
29345,2023-05-07,2023-05-07,08:07:00,Ahmedabad,415,FIREARM OFFENSE,36,F,Knife,Fire Accident,8,No,Null,Morning,Adult
29346,2023-05-10,2023-05-07,22:35:00,Mumbai,480,IDENTITY THEFT,58,F,Poison,Violent Crime,15,No,Null,Night,Adult
29347,2023-05-09,2023-05-07,11:35:00,Nashik,424,CYBERCRIME,34,F,Unknown,Other Crime,6,No,Null,Morning,Adult
29348,2023-05-09,2023-05-07,13:07:00,Pune,110,ILLEGAL POSSESSION,24,M,Other,Other Crime,7,Yes,12-06-2023,Afternoon,Adult
29349,2023-05-10,2023-05-07,23:48:00,Hyderabad,289,ARSON,79,F,Blunt Object,Fire Accident,6,No,Null,Night,Senior-Citizen
29350,2023-05-08,2023-05-07,07:51:00,Hyderabad,525,DOMESTIC VIOLENCE,27,F,Unknown,Violent Crime,10,Yes,20-05-2023,Morning,Adult
29351,2023-05-08,2023-05-07,05:23:00,Hyderabad,594,COUNTERFEITING,52,M,Knife,Other Crime,13,Yes,20-07-2023,Morning,Adult
29352,2023-05-10,2023-05-07,09:06:00,Chennai,255,COUNTERFEITING,31,M,Knife,Other Crime,13,No,Null,Morning,Adult
29353,2023-05-10,2023-05-08,01:10:00,Delhi,227,VEHICLE - STOLEN,72,F,Poison,Violent Crime,9,Yes,05-07-2023,Night,Senior-Citizen
29354,2023-05-09,2023-05-08,15:08:00,Mumbai,347,ARSON,76,F,Knife,Fire Accident,17,No,Null,Afternoon,Senior-Citizen
29355,2023-05-08,2023-05-08,02:32:00,Jaipur,270,SHOPLIFTING,25,F,Poison,Other Crime,19,No,Null,Night,Adult
29356,2023-05-09,2023-05-08,02:42:00,Indore,308,TRAFFIC VIOLATION,11,F,Knife,Traffic Fatality,9,Yes,18-05-2023,Night,Child
29357,2023-05-08,2023-05-08,07:16:00,Hyderabad,324,HOMICIDE,78,M,Blunt Object,Other Crime,11,No,Null,Morning,Senior-Citizen
29358,2023-05-08,2023-05-08,02:30:00,Pune,103,EXTORTION,48,F,Unknown,Other Crime,7,Yes,19-07-2023,Night,Adult
29359,2023-05-08,2023-05-08,17:27:00,Hyderabad,329,ARSON,54,F,Explosives,Fire Accident,19,No,Null,Evening,Adult
29360,2023-05-08,2023-05-08,11:33:00,Kanpur,442,ILLEGAL POSSESSION,76,F,Poison,Other Crime,19,Yes,24-07-2023,Morning,Senior-Citizen
29361,2023-05-08,2023-05-08,07:32:00,Delhi,120,SEXUAL ASSAULT,40,M,Firearm,Violent Crime,7,Yes,09-03-2025,Morning,Adult
29362,2023-05-09,2023-05-08,17:35:00,Jaipur,283,SHOPLIFTING,20,F,Firearm,Other Crime,11,No,Null,Evening,Adult
29363,2023-05-10,2023-05-08,02:25:00,Lucknow,396,HOMICIDE,15,F,Explosives,Other Crime,11,Yes,11-05-2024,Night,Teenager
29364,2023-05-09,2023-05-08,11:11:00,Bangalore,217,FRAUD,23,F,Firearm,Other Crime,10,Yes,15-07-2023,Morning,Adult
29365,2023-05-09,2023-05-08,01:39:00,Agra,487,ARSON,65,M,Blunt Object,Fire Accident,5,No,Null,Night,Senior-Citizen
29366,2023-05-09,2023-05-08,08:51:00,Srinagar,531,IDENTITY THEFT,31,M,Firearm,Violent Crime,12,No,Null,Morning,Adult
29367,2023-05-10,2023-05-08,06:40:00,Delhi,482,ASSAULT,34,F,Unknown,Violent Crime,6,Yes,03-06-2023,Morning,Adult
29368,2023-05-10,2023-05-08,05:55:00,Thane,155,SHOPLIFTING,53,F,Poison,Other Crime,1,No,Null,Morning,Adult
29369,2023-05-10,2023-05-08,04:29:00,Chennai,310,FRAUD,25,F,Knife,Other Crime,13,No,Null,Night,Adult
29370,2023-05-08,2023-05-08,11:47:00,Kanpur,177,IDENTITY THEFT,34,F,Other,Violent Crime,5,No,Null,Morning,Adult
29371,2023-05-10,2023-05-08,08:14:00,Nagpur,414,DRUG OFFENSE,78,F,Knife,Other Crime,13,Yes,03-08-2023,Morning,Senior-Citizen
29372,2023-05-10,2023-05-08,23:58:00,Mumbai,329,HOMICIDE,49,F,Unknown,Other Crime,19,Yes,09-12-2024,Night,Adult
29373,2023-05-10,2023-05-08,13:30:00,Lucknow,192,COUNTERFEITING,36,F,Firearm,Other Crime,8,Yes,20-06-2023,Afternoon,Adult
29374,2023-05-11,2023-05-08,13:25:00,Pune,235,FIREARM OFFENSE,50,M,Unknown,Fire Accident,2,No,Null,Afternoon,Adult
29375,2023-05-10,2023-05-08,12:42:00,Bangalore,203,PUBLIC INTOXICATION,25,M,Knife,Other Crime,11,No,Null,Afternoon,Adult
29376,2023-05-10,2023-05-08,09:33:00,Lucknow,390,FIREARM OFFENSE,40,F,Unknown,Fire Accident,9,No,Null,Morning,Adult
29377,2023-05-10,2023-05-09,13:43:00,Bangalore,373,COUNTERFEITING,51,F,Knife,Other Crime,19,Yes,29-05-2023,Afternoon,Adult
29378,2023-05-10,2023-05-09,13:06:00,Nashik,333,ROBBERY,63,M,Poison,Violent Crime,8,No,Null,Afternoon,Senior-Citizen
29379,2023-05-10,2023-05-09,19:42:00,Delhi,518,FRAUD,11,M,Explosives,Other Crime,13,No,Null,Evening,Child
29380,2023-05-09,2023-05-09,20:11:00,Rajkot,379,TRAFFIC VIOLATION,63,M,Knife,Traffic Fatality,8,Yes,30-05-2023,Evening,Senior-Citizen
29381,2023-05-11,2023-05-09,06:11:00,Bhopal,278,ROBBERY,77,F,Poison,Violent Crime,16,Yes,10-06-2023,Morning,Senior-Citizen
29382,2023-05-11,2023-05-09,21:48:00,Surat,514,COUNTERFEITING,79,F,Explosives,Other Crime,19,No,Null,Night,Senior-Citizen
29383,2023-05-11,2023-05-09,20:44:00,Bangalore,590,IDENTITY THEFT,28,F,Blunt Object,Violent Crime,7,Yes,25-06-2023,Evening,Adult
29384,2023-05-10,2023-05-09,11:21:00,Bangalore,519,COUNTERFEITING,70,M,Blunt Object,Other Crime,9,Yes,03-06-2023,Morning,Senior-Citizen
29385,2023-05-11,2023-05-09,14:46:00,Mumbai,547,ASSAULT,47,M,Unknown,Violent Crime,19,Yes,03-07-2023,Afternoon,Adult
29386,2023-05-09,2023-05-09,07:49:00,Delhi,467,FRAUD,36,M,Blunt Object,Other Crime,15,Yes,30-05-2023,Morning,Adult
29387,2023-05-11,2023-05-09,23:55:00,Mumbai,307,ARSON,32,F,Knife,Fire Accident,18,No,Null,Night,Adult
29388,2023-05-09,2023-05-09,04:23:00,Mumbai,580,FIREARM OFFENSE,38,M,Explosives,Fire Accident,12,No,Null,Night,Adult
29389,2023-05-09,2023-05-09,14:53:00,Ahmedabad,187,ASSAULT,13,F,Blunt Object,Violent Crime,15,Yes,18-07-2023,Afternoon,Teenager
29390,2023-05-11,2023-05-09,23:00:00,Kalyan,435,KIDNAPPING,58,F,Other,Other Crime,18,No,Null,Night,Adult
29391,2023-05-12,2023-05-09,13:44:00,Nashik,378,VEHICLE - STOLEN,15,F,Firearm,Violent Crime,1,No,Null,Afternoon,Teenager
29392,2023-05-10,2023-05-09,15:25:00,Hyderabad,477,DOMESTIC VIOLENCE,11,F,Poison,Violent Crime,14,Yes,05-08-2023,Afternoon,Child
29393,2023-05-12,2023-05-09,19:15:00,Chennai,489,FIREARM OFFENSE,33,F,Firearm,Fire Accident,8,Yes,07-07-2023,Evening,Adult
29394,2023-05-12,2023-05-09,19:00:00,Delhi,449,ARSON,22,F,Unknown,Fire Accident,19,Yes,25-06-2023,Evening,Adult
29395,2023-05-11,2023-05-09,21:47:00,Kolkata,407,ILLEGAL POSSESSION,20,M,Blunt Object,Other Crime,15,Yes,19-05-2023,Night,Adult
29396,2023-05-10,2023-05-09,11:01:00,Nagpur,202,SHOPLIFTING,36,F,Explosives,Other Crime,6,Yes,24-05-2023,Morning,Adult
29397,2023-05-12,2023-05-09,10:17:00,Lucknow,190,COUNTERFEITING,68,F,Blunt Object,Other Crime,19,No,Null,Morning,Senior-Citizen
29398,2023-05-12,2023-05-09,13:16:00,Pune,129,TRAFFIC VIOLATION,13,F,Poison,Traffic Fatality,7,No,Null,Afternoon,Teenager
29399,2023-05-10,2023-05-09,08:00:00,Pune,507,FRAUD,20,M,Firearm,Other Crime,6,Yes,16-06-2023,Morning,Adult
29400,2023-05-11,2023-05-09,13:18:00,Kolkata,316,PUBLIC INTOXICATION,49,M,Poison,Other Crime,1,Yes,08-06-2023,Afternoon,Adult
29401,2023-05-12,2023-05-10,23:30:00,Bangalore,260,KIDNAPPING,15,F,Poison,Other Crime,5,Yes,28-05-2023,Night,Teenager
29402,2023-05-10,2023-05-10,21:35:00,Hyderabad,241,ILLEGAL POSSESSION,55,F,Knife,Other Crime,12,No,Null,Night,Adult
29403,2023-05-11,2023-05-10,02:09:00,Indore,225,FIREARM OFFENSE,67,M,Knife,Fire Accident,17,No,Null,Night,Senior-Citizen
29404,2023-05-10,2023-05-10,06:51:00,Delhi,166,FRAUD,76,M,Poison,Other Crime,19,No,Null,Morning,Senior-Citizen
29405,2023-05-10,2023-05-10,11:36:00,Bangalore,228,SHOPLIFTING,33,F,Knife,Other Crime,1,No,Null,Morning,Adult
29406,2023-05-12,2023-05-10,11:21:00,Delhi,501,VANDALISM,66,M,Firearm,Other Crime,17,No,Null,Morning,Senior-Citizen
29407,2023-05-11,2023-05-10,19:04:00,Thane,317,COUNTERFEITING,59,F,Poison,Other Crime,6,Yes,09-06-2023,Evening,Adult
29408,2023-05-11,2023-05-10,08:52:00,Hyderabad,127,FRAUD,52,M,Poison,Other Crime,13,No,Null,Morning,Adult
29409,2023-05-12,2023-05-10,18:21:00,Mumbai,428,SHOPLIFTING,10,F,Poison,Other Crime,17,No,Null,Evening,Child
29410,2023-05-10,2023-05-10,06:27:00,Indore,295,HOMICIDE,38,M,Explosives,Other Crime,18,No,Null,Morning,Adult
29411,2023-05-13,2023-05-10,10:00:00,Pune,473,CYBERCRIME,22,M,Unknown,Other Crime,13,No,Null,Morning,Adult
29412,2023-05-11,2023-05-10,16:31:00,Ahmedabad,570,COUNTERFEITING,32,F,Firearm,Other Crime,17,Yes,23-07-2023,Afternoon,Adult
29413,2023-05-10,2023-05-10,16:57:00,Hyderabad,132,DOMESTIC VIOLENCE,20,F,Blunt Object,Violent Crime,8,No,Null,Afternoon,Adult
29414,2023-05-11,2023-05-10,16:02:00,Bhopal,500,ARSON,54,F,Knife,Fire Accident,18,No,Null,Afternoon,Adult
29415,2023-05-11,2023-05-10,17:07:00,Hyderabad,316,BURGLARY,15,F,Poison,Other Crime,2,No,Null,Evening,Teenager
29416,2023-05-12,2023-05-10,08:02:00,Ludhiana,460,COUNTERFEITING,21,F,Explosives,Other Crime,17,Yes,27-07-2023,Morning,Adult
29417,2023-05-12,2023-05-10,18:46:00,Mumbai,411,IDENTITY THEFT,58,M,Firearm,Violent Crime,6,No,Null,Evening,Adult
29418,2023-05-11,2023-05-10,17:50:00,Ahmedabad,589,DOMESTIC VIOLENCE,42,F,Other,Violent Crime,16,No,Null,Evening,Adult
29419,2023-05-12,2023-05-10,17:32:00,Pune,219,FRAUD,10,F,Explosives,Other Crime,13,Yes,16-06-2023,Evening,Child
29420,2023-05-11,2023-05-10,12:07:00,Bhopal,240,VEHICLE - STOLEN,42,F,Firearm,Violent Crime,15,Yes,30-05-2023,Afternoon,Adult
29421,2023-05-11,2023-05-10,06:23:00,Lucknow,138,BURGLARY,16,F,Blunt Object,Other Crime,6,Yes,07-09-2023,Morning,Teenager
29422,2023-05-13,2023-05-10,21:29:00,Delhi,172,BURGLARY,42,M,Blunt Object,Other Crime,8,No,Null,Night,Adult
29423,2023-05-11,2023-05-10,18:37:00,Delhi,443,HOMICIDE,12,M,Firearm,Other Crime,8,No,Null,Evening,Child
29424,2023-05-11,2023-05-10,15:10:00,Delhi,568,IDENTITY THEFT,59,F,Knife,Violent Crime,3,No,Null,Afternoon,Adult
29425,2023-05-12,2023-05-11,21:03:00,Mumbai,159,ASSAULT,39,F,Firearm,Violent Crime,3,No,Null,Night,Adult
29426,2023-05-13,2023-05-11,08:03:00,Nagpur,325,DRUG OFFENSE,20,F,Poison,Other Crime,19,No,Null,Morning,Adult
29427,2023-05-12,2023-05-11,22:44:00,Bhopal,299,COUNTERFEITING,54,M,Poison,Other Crime,15,Yes,09-08-2023,Night,Adult
29428,2023-05-13,2023-05-11,00:29:00,Kolkata,517,KIDNAPPING,45,F,Other,Other Crime,9,Yes,21-07-2023,Night,Adult
29429,2023-05-12,2023-05-11,11:31:00,Chennai,327,DOMESTIC VIOLENCE,12,F,Firearm,Violent Crime,3,No,Null,Morning,Child
29430,2023-05-12,2023-05-11,08:28:00,Jaipur,533,ILLEGAL POSSESSION,77,M,Other,Other Crime,4,Yes,19-07-2023,Morning,Senior-Citizen
29431,2023-05-11,2023-05-11,13:36:00,Srinagar,184,PUBLIC INTOXICATION,46,F,Unknown,Other Crime,5,No,Null,Afternoon,Adult
29432,2023-05-13,2023-05-11,08:30:00,Chennai,188,DOMESTIC VIOLENCE,77,F,Blunt Object,Violent Crime,11,No,Null,Morning,Senior-Citizen
29433,2023-05-12,2023-05-11,11:42:00,Bangalore,100,TRAFFIC VIOLATION,13,M,Blunt Object,Traffic Fatality,19,Yes,14-05-2023,Morning,Teenager
29434,2023-05-13,2023-05-11,00:09:00,Chennai,232,SEXUAL ASSAULT,20,F,Knife,Violent Crime,5,No,Null,Night,Adult
29435,2023-05-12,2023-05-11,22:32:00,Delhi,578,ILLEGAL POSSESSION,27,M,Firearm,Other Crime,7,No,Null,Night,Adult
29436,2023-05-13,2023-05-11,18:29:00,Bangalore,589,DRUG OFFENSE,23,F,Explosives,Other Crime,16,Yes,26-06-2023,Evening,Adult
29437,2023-05-13,2023-05-11,22:19:00,Mumbai,163,ARSON,52,F,Unknown,Fire Accident,19,No,Null,Night,Adult
29438,2023-05-14,2023-05-11,07:34:00,Mumbai,440,ILLEGAL POSSESSION,11,F,Firearm,Other Crime,1,Yes,08-07-2023,Morning,Child
29439,2023-05-12,2023-05-11,20:17:00,Kolkata,204,CYBERCRIME,56,M,Firearm,Other Crime,3,No,Null,Evening,Adult
29440,2023-05-14,2023-05-11,13:56:00,Delhi,348,SEXUAL ASSAULT,48,F,Blunt Object,Violent Crime,10,No,Null,Afternoon,Adult
29441,2023-05-13,2023-05-11,07:12:00,Ghaziabad,413,FRAUD,78,M,Explosives,Other Crime,13,No,Null,Morning,Senior-Citizen
29442,2023-05-13,2023-05-11,09:30:00,Delhi,525,CYBERCRIME,50,F,Other,Other Crime,6,Yes,06-08-2023,Morning,Adult
29443,2023-05-12,2023-05-11,06:35:00,Lucknow,307,TRAFFIC VIOLATION,30,F,Firearm,Traffic Fatality,17,No,Null,Morning,Adult
29444,2023-05-12,2023-05-11,12:20:00,Chennai,103,KIDNAPPING,37,M,Poison,Other Crime,2,No,Null,Afternoon,Adult
29445,2023-05-12,2023-05-11,15:29:00,Chennai,173,HOMICIDE,38,M,Other,Other Crime,15,Yes,07-04-2025,Afternoon,Adult
29446,2023-05-12,2023-05-11,11:21:00,Delhi,377,FIREARM OFFENSE,25,F,Unknown,Fire Accident,1,No,Null,Morning,Adult
29447,2023-05-12,2023-05-11,13:09:00,Delhi,144,COUNTERFEITING,30,F,Firearm,Other Crime,2,Yes,03-07-2023,Afternoon,Adult
29448,2023-05-12,2023-05-11,08:18:00,Agra,114,ARSON,75,M,Other,Fire Accident,3,No,Null,Morning,Senior-Citizen
29449,2023-05-13,2023-05-12,10:24:00,Mumbai,590,ASSAULT,72,F,Explosives,Violent Crime,1,No,Null,Morning,Senior-Citizen
29450,2023-05-12,2023-05-12,17:30:00,Hyderabad,275,SHOPLIFTING,17,F,Firearm,Other Crime,1,No,Null,Evening,Teenager
29451,2023-05-15,2023-05-12,07:56:00,Bangalore,483,HOMICIDE,15,M,Firearm,Other Crime,11,Yes,25-02-2025,Morning,Teenager
29452,2023-05-12,2023-05-12,09:49:00,Lucknow,357,HOMICIDE,47,M,Unknown,Other Crime,6,Yes,18-01-2024,Morning,Adult
29453,2023-05-12,2023-05-12,10:21:00,Visakhapatnam,427,FRAUD,27,M,Other,Other Crime,13,No,Null,Morning,Adult
29454,2023-05-13,2023-05-12,22:29:00,Ludhiana,166,SHOPLIFTING,10,F,Knife,Other Crime,15,Yes,27-05-2023,Night,Child
29455,2023-05-14,2023-05-12,00:08:00,Meerut,568,HOMICIDE,41,F,Knife,Other Crime,9,Yes,03-10-2024,Night,Adult
29456,2023-05-13,2023-05-12,14:33:00,Ghaziabad,110,SEXUAL ASSAULT,15,F,Knife,Violent Crime,4,No,Null,Afternoon,Teenager
29457,2023-05-14,2023-05-12,16:18:00,Mumbai,418,CYBERCRIME,32,F,Other,Other Crime,1,Yes,27-06-2023,Afternoon,Adult
29458,2023-05-14,2023-05-12,15:01:00,Bhopal,341,EXTORTION,34,F,Unknown,Other Crime,19,No,Null,Afternoon,Adult
29459,2023-05-12,2023-05-12,06:53:00,Delhi,198,DOMESTIC VIOLENCE,67,M,Firearm,Violent Crime,2,Yes,13-06-2023,Morning,Senior-Citizen
29460,2023-05-13,2023-05-12,00:31:00,Kalyan,457,VANDALISM,57,F,Firearm,Other Crime,1,Yes,07-08-2023,Night,Adult
29461,2023-05-14,2023-05-12,18:36:00,Vasai,189,HOMICIDE,63,M,Explosives,Other Crime,8,Yes,16-11-2023,Evening,Senior-Citizen
29462,2023-05-15,2023-05-12,08:37:00,Delhi,243,SEXUAL ASSAULT,77,F,Knife,Violent Crime,4,No,Null,Morning,Senior-Citizen
29463,2023-05-15,2023-05-12,03:53:00,Hyderabad,560,DRUG OFFENSE,17,F,Knife,Other Crime,2,No,Null,Night,Teenager
29464,2023-05-15,2023-05-12,11:09:00,Faridabad,350,HOMICIDE,44,F,Knife,Other Crime,15,Yes,16-05-2024,Morning,Adult
29465,2023-05-15,2023-05-12,12:18:00,Pune,117,VEHICLE - STOLEN,38,F,Explosives,Violent Crime,5,No,Null,Afternoon,Adult
29466,2023-05-14,2023-05-12,06:41:00,Delhi,134,CYBERCRIME,76,F,Unknown,Other Crime,18,Yes,13-07-2023,Morning,Senior-Citizen
29467,2023-05-15,2023-05-12,07:14:00,Pune,261,KIDNAPPING,30,M,Poison,Other Crime,11,Yes,27-07-2023,Morning,Adult
29468,2023-05-13,2023-05-12,20:43:00,Hyderabad,502,EXTORTION,56,M,Poison,Other Crime,8,No,Null,Evening,Adult
29469,2023-05-14,2023-05-12,01:21:00,Ahmedabad,261,FIREARM OFFENSE,23,F,Explosives,Fire Accident,15,No,Null,Night,Adult
29470,2023-05-13,2023-05-12,04:33:00,Delhi,368,ILLEGAL POSSESSION,39,F,Poison,Other Crime,14,No,Null,Night,Adult
29471,2023-05-14,2023-05-12,17:50:00,Ludhiana,325,ARSON,37,M,Explosives,Fire Accident,12,No,Null,Evening,Adult
29472,2023-05-15,2023-05-12,19:24:00,Agra,121,FIREARM OFFENSE,52,F,Unknown,Fire Accident,4,Yes,10-08-2023,Evening,Adult
29473,2023-05-14,2023-05-13,17:38:00,Lucknow,334,ARSON,23,F,Blunt Object,Fire Accident,5,Yes,21-05-2023,Evening,Adult
29474,2023-05-14,2023-05-13,13:57:00,Delhi,387,DOMESTIC VIOLENCE,30,M,Firearm,Violent Crime,15,Yes,02-06-2023,Afternoon,Adult
29475,2023-05-13,2023-05-13,21:36:00,Delhi,383,ASSAULT,28,M,Unknown,Violent Crime,3,No,Null,Night,Adult
29476,2023-05-15,2023-05-13,19:14:00,Visakhapatnam,288,TRAFFIC VIOLATION,58,F,Poison,Traffic Fatality,19,No,Null,Evening,Adult
29477,2023-05-13,2023-05-13,18:18:00,Jaipur,156,DOMESTIC VIOLENCE,22,F,Poison,Violent Crime,3,Yes,08-08-2023,Evening,Adult
29478,2023-05-14,2023-05-13,12:41:00,Indore,452,TRAFFIC VIOLATION,30,M,Firearm,Traffic Fatality,12,Yes,27-05-2023,Afternoon,Adult
